demand,demand_desc,major,major_desc,sub_major,sub_major_desc,minor,minor_desc,sub_minor,sub_minor_desc,net_payment
1,VIDHAN SABHA,2011,PARLIAMENT/STATE/U.T.LEGISLATU,2,STATE/U.T. LEGISLATURES,101,LEGISLATIVE ASSEMBLY,1,H.P.VIDHAN SABHA-SPEAKER/DEPUTY SPEAKER [S00N],403259.09479
1,VIDHAN SABHA,2011,PARLIAMENT/STATE/U.T.LEGISLATU,2,STATE/U.T. LEGISLATURES,101,LEGISLATIVE ASSEMBLY,3,HP VIDHAN SABHA-MEMBERS [S00N],11661286.14929
1,VIDHAN SABHA,2011,PARLIAMENT/STATE/U.T.LEGISLATU,2,STATE/U.T. LEGISLATURES,101,LEGISLATIVE ASSEMBLY,4,FREE TRAVEL FACTILITY TO EX.MEMBERS. [S00N],78565.89286
1,VIDHAN SABHA,2011,PARLIAMENT/STATE/U.T.LEGISLATU,2,STATE/U.T. LEGISLATURES,101,LEGISLATIVE ASSEMBLY,5,EXPENDITURE ON DISCRETIONARY GRANTS FOR MLAS [S00N],207772.2222
1,VIDHAN SABHA,2011,PARLIAMENT/STATE/U.T.LEGISLATU,2,STATE/U.T. LEGISLATURES,103,LEGISLATIVE SECRETARIAT,1,STAFF OF LEGISLATURE SECRETARIAT [S00N],4824333.18097
1,VIDHAN SABHA,2216,HOUSING,7,Other Housing,53,Maintenance and Repairs,1,OTHER MAINTENANCE EXPENDITURE [S00N],5701053.667
2,GOVERNOR AND COUNCIL OF MINISTERS,2012,PRESIDENT  VICE-PRESIDENT/GOVE,3,GOVERNOR/ADMINISTRATOR OF UNION TERRITORIES,90,SECRETARIAT,1,GOVERNOR'S SECRETARIAT STAFF [S00N],500658.92356300005
2,GOVERNOR AND COUNCIL OF MINISTERS,2012,PRESIDENT  VICE-PRESIDENT/GOVE,3,GOVERNOR/ADMINISTRATOR OF UNION TERRITORIES,101,EMOLUMENTS AND ALLOWANCES OF GOVERNOR/ADMINISTRATOR UNION TERRITORIES,1,SALARIES AND ALLOWANCES OF GOVERNOR [S00N],573045.8333
2,GOVERNOR AND COUNCIL OF MINISTERS,2012,PRESIDENT  VICE-PRESIDENT/GOVE,3,GOVERNOR/ADMINISTRATOR OF UNION TERRITORIES,102,DISCRETIONARY GRANTS,1,DISCRETIONERY GRANTS BY GOVERNOR [S00N],116236.7442
2,GOVERNOR AND COUNCIL OF MINISTERS,2012,PRESIDENT  VICE-PRESIDENT/GOVE,3,GOVERNOR/ADMINISTRATOR OF UNION TERRITORIES,103,HOUSEHOLD ESTABLISHMENT,1,HOUSEHOLD ESTABLISHMENT OF THE GOVERNOR [S00N],242216.85416000002
