demand,demand_desc,major,major_desc,sub_major,sub_major_desc,minor,minor_desc,sub_minor,sub_minor_desc,net_payment
8,EDUCATION,2059,PUBLIC WORKS,1,OFFICE BUILDINGS,53,MAINTENANCE AND REPAIRS,70,MAINTENANCE OF PRIMARY SCHOOL BUILDINGS. [S00N],2019537.681
8,EDUCATION,2059,PUBLIC WORKS,1,OFFICE BUILDINGS,53,MAINTENANCE AND REPAIRS,72,MAINTENANCE OF HIGHER EDUCATION BUILDINGS. [S00N],384611.5385
8,EDUCATION,2202,GENERAL EDUCATION,1,ELEMENTARY EDUCATION,1,DIRECTION AND ADMINISTRATION,1,DIRECTORATE [S00N],4453675.39607
8,EDUCATION,2202,GENERAL EDUCATION,1,ELEMENTARY EDUCATION,101,GOVERNMENT PRIMARY SCHOOLS,1,EXPENDITURE ON EDUCATION [S00B],41807707.922624
8,EDUCATION,2202,GENERAL EDUCATION,1,ELEMENTARY EDUCATION,101,GOVERNMENT PRIMARY SCHOOLS,3,MIDDLE SCHOOL [S00B],90207705.33783
8,EDUCATION,2202,GENERAL EDUCATION,1,ELEMENTARY EDUCATION,101,GOVERNMENT PRIMARY SCHOOLS,11,EXPENDITURE ON URDU AND PUNJABI TEACHERS [S00N],9952.517241
8,EDUCATION,2202,GENERAL EDUCATION,1,ELEMENTARY EDUCATION,104,INSPECTION,1,DISTRICT PRIMARY EDUCATION OFFICER [S00N],462917.276379
8,EDUCATION,2202,GENERAL EDUCATION,1,ELEMENTARY EDUCATION,104,INSPECTION,2,BLOCK PRIMARY EDUCATION OFFICER [S00N],960258.0508
8,EDUCATION,2202,GENERAL EDUCATION,1,ELEMENTARY EDUCATION,107,TEACHERS TRAINING,4,EXPENDITURE ON DISTRICT INSTITUTES OF EDUCATION AND TRAINING [S10N],269743.693179
8,EDUCATION,2202,GENERAL EDUCATION,1,ELEMENTARY EDUCATION,800,OTHER EXPENDITURE,1,MID DAY MEAL [S10B],849851.898899
8,EDUCATION,2202,GENERAL EDUCATION,1,ELEMENTARY EDUCATION,800,OTHER EXPENDITURE,5,GRANT-IN-AID TO ELEMENTARY EDUCATION UNDER P.T.A. [S00B],54413.8126
8,EDUCATION,2202,GENERAL EDUCATION,1,ELEMENTARY EDUCATION,800,OTHER EXPENDITURE,6,GIA TO SCHOOL MANAGMENT COMMITTEE [S00N],25612.44795
8,EDUCATION,2202,GENERAL EDUCATION,2,SECONDARY EDUCATION,1,DIRECTION & ADMINISTRATION,1,DIRECTORATE [S00N],558704.774521
8,EDUCATION,2202,GENERAL EDUCATION,2,SECONDARY EDUCATION,101,INSPECTION,1,INSPECTORATE [S00N],237335.796522
8,EDUCATION,2202,GENERAL EDUCATION,2,SECONDARY EDUCATION,109,GOVERNMENT SECONDARY SCHOOLS,1,SECONDARY SCHOOLS [S00B],17944078.502101
8,EDUCATION,2202,GENERAL EDUCATION,2,SECONDARY EDUCATION,109,GOVERNMENT SECONDARY SCHOOLS,20,GIA TO SCHOOL MANAGEMENT COMMITTEE [S00N],37544.42469
8,EDUCATION,2202,GENERAL EDUCATION,2,SECONDARY EDUCATION,109,GOVERNMENT SECONDARY SCHOOLS,27,MEDHA PROTSAHAN YOJNA [S00N],2042147.556
8,EDUCATION,2202,GENERAL EDUCATION,2,SECONDARY EDUCATION,800,OTHER EXPENDITURE,1,GRANT-IN-AID TO SECONDARY EDUCATION UNDER P.T.A. [S00N],54196.30821
8,EDUCATION,2202,GENERAL EDUCATION,2,SECONDARY EDUCATION,800,OTHER EXPENDITURE,2,EXPENDITURE ON ACCOUNT OF INSPECTION OF PRIVATE INSTITUTIONS. [S00N],263471.55
8,EDUCATION,2202,GENERAL EDUCATION,3,UNIVERSITY AND HIGHER EDUCATION,102,ASSISTANCE TO UNIVERSITIES,1,HIMACHAL PRADESH UNIVERSITY [S00N],91081714.29
